Kind,SortScore,MatchType,EditDistance,ScientificName,MatchedName,MatchedCanonical,TaxonId,CurrentName,Synonym,DataSourceId,DataSourceTitle,ClassificationPath,Error
BestMatch,9.41180,Exact,0,Athyrium niponicum,Athyrium niponicum (Mett) Hance,Athyrium niponicum,JFVH|6742B|JFVH,"Anisocampium niponicum (Mett.) Yea C.Liu, W.L.Chiou & M.Kato",true,1,Catalogue of Life,Eukaryota|Plantae|Pteridobiotina|Tracheophyta|Polypodiopsida|Polypodiales|Athyriaceae|Anisocampium|Anisocampium niponicum,
BestMatch,9.41215,Exact,0,Atkinsoniella anabella,"Atkinsoniella anabella Young, 1986",Atkinsoniella anabella,KZQ8F,"Atkinsoniella anabella Young, 1986",false,1,Catalogue of Life,Eukaryota|Animalia|Arthropoda|Hexapoda|Insecta|Hemiptera|Auchenorrhyncha|Cicadomorpha|Clypeata|Membracoidea|Cicadellidae|Cicadellinae|Cicadellini|Atkinsoniella|Atkinsoniella anabella,
BestMatch,9.41215,Exact,0,Atriplex prostrata,Atriplex prostrata DC.,Atriplex prostrata,JLMY,Atriplex prostrata DC.,false,1,Catalogue of Life,Eukaryota|Plantae|Pteridobiotina|Tracheophyta|Magnoliopsida|Caryophyllales|Amaranthaceae|Chenopodioideae|Atripliceae|Atriplex|Atriplex prostrata,
BestMatch,9.41145,Exact,0,Attagenus fasciatus,"Attagenus fasciatus (Thunberg, 1795)",Attagenus fasciatus,114983,"Attagenus fasciatus (Thunberg, 1795)",false,3,ITIS,Animalia|Bilateria|Protostomia|Ecdysozoa|Arthropoda|Hexapoda|Insecta|Pterygota|Neoptera|Holometabola|Coleoptera|Polyphaga|Bostrichiformia|Bostrichoidea|Dermestidae|Attageninae|Attagenini|Attagenus|Attagenus fasciatus,
BestMatch,9.41145,Exact,0,Attagenus unicolor,"Attagenus unicolor (Brahm, 1791)",Attagenus unicolor,114984,"Attagenus unicolor (Brahm, 1791)",false,3,ITIS,Animalia|Bilateria|Protostomia|Ecdysozoa|Arthropoda|Hexapoda|Insecta|Pterygota|Neoptera|Holometabola|Coleoptera|Polyphaga|Bostrichiformia|Bostrichoidea|Dermestidae|Attageninae|Attagenini|Attagenus|Attagenus unicolor,
BestMatch,9.41215,Exact,0,Attatha regalis,"Attatha regalis Moore, 1872",Attatha regalis,JMJH,"Attatha regalis Moore, 1872",false,1,Catalogue of Life,Eukaryota|Animalia|Arthropoda|Hexapoda|Insecta|Lepidoptera|Noctuoidea|Erebidae|Erebinae|Attatha|Attatha regalis,
BestMatch,9.41215,Exact,0,Aucuba japonica,Aucuba japonica Thunb.,Aucuba japonica,JPKH,Aucuba japonica Thunb.,false,1,Catalogue of Life,Eukaryota|Plantae|Pteridobiotina|Tracheophyta|Magnoliopsida|Garryales|Garryaceae|Aucuba|Aucuba japonica,
BestMatch,9.41215,Exact,0,Aulacostethus archeri,"Aulacostethus archeri Waterhouse, 1869",Aulacostethus archeri,JRF3,"Aulacostethus archeri Waterhouse, 1869",false,1,Catalogue of Life,Eukaryota|Animalia|Arthropoda|Hexapoda|Insecta|Coleoptera|Polyphaga|Staphyliniformia|Scarabaeoidea|Lucanidae|Lucaninae|Dorcini|Aulacostethus|Aulacostethus archeri,
BestMatch,9.41145,Exact,0,Aulocera padma,Aulocera padma,Aulocera padma,827039,Aulocera padma,false,180,iNaturalist,Animalia|Arthropoda|Hexapoda|Insecta|Pterygota|Lepidoptera|Papilionoidea|Nymphalidae|Satyrinae|Satyrini|Satyrina|Aulocera|Aulocera padma,
BestMatch,9.41215,Exact,0,Auplopus aegina,"Auplopus aegina (Smith, 1858)",Auplopus aegina,JSZQ,"Auplopus aegina (Smith, 1858)",false,1,Catalogue of Life,Eukaryota|Animalia|Arthropoda|Hexapoda|Insecta|Hymenoptera|Apocrita|Aculeata|Vespoidea|Pompilidae|Auplopus|Auplopus aegina,
BestMatch,9.41215,Exact,0,Aureoboletus mirabilis,Aureoboletus mirabilis (Murrill) Halling,Aureoboletus mirabilis,JTGJ,Aureoboletus mirabilis (Murrill) Halling,false,1,Catalogue of Life,Eukaryota|Fungi|Basidiomycota|Agaricomycetes|Boletales|Boletaceae|Aureoboletus|Aureoboletus mirabilis,
BestMatch,9.41215,Exact,0,Auricularia auricula-judae,Auricularia auricula-judae (Bull.) Quél.,Auricularia auricula-judae,5W9WJ,Auricularia auricula-judae (Bull.) Quél.,false,1,Catalogue of Life,Eukaryota|Fungi|Basidiomycota|Agaricomycetes|Auriculariales|Auriculariaceae|Auricularia|Auricularia auricula-judae,
BestMatch,9.41215,Exact,0,Auricularia delicata,Auricularia delicata (Mont. ex Fr.) Henn.,Auricularia delicata,5VXWN,Auricularia delicata (Mont. ex Fr.) Henn.,false,1,Catalogue of Life,Eukaryota|Fungi|Basidiomycota|Agaricomycetes|Auriculariales|Auriculariaceae|Auricularia|Auricularia delicata,
BestMatch,9.41145,Exact,0,Aurivittia aurivittata,Aurivittia aurivittata,Aurivittia aurivittata,1465720,Aurivittia aurivittata,false,180,iNaturalist,Animalia|Arthropoda|Hexapoda|Insecta|Pterygota|Lepidoptera|Papilionoidea|Hesperiidae|Tagiadinae|Celaenorrhinini|Aurivittia|Aurivittia aurivittata,
BestMatch,9.41215,Exact,0,Austracris guttulosa,"Austracris guttulosa (Walker, 1870)",Austracris guttulosa,5VXLF,"Austracris guttulosa (Walker, 1870)",false,1,Catalogue of Life,Eukaryota|Animalia|Arthropoda|Hexapoda|Insecta|Orthoptera|Caelifera|Acrididea|Acridoidea|Acrididae|Cyrtacanthacridinae|Austracris|Austracris guttulosa,
BestMatch,9.41215,Exact,0,Austroboletus olivaceoglutinosus,Austroboletus olivaceoglutinosus K. Das & Dentinger,Austroboletus olivaceoglutinosus,JVSF,Austroboletus olivaceoglutinosus K. Das & Dentinger,false,1,Catalogue of Life,Eukaryota|Fungi|Basidiomycota|Agaricomycetes|Boletales|Boletaceae|Austroboletus|Austroboletus olivaceoglutinosus,
BestMatch,9.41145,Exact,0,Austroscolia soror,Austroscolia soror,Austroscolia soror,355041,Austroscolia soror,false,180,iNaturalist,Animalia|Arthropoda|Hexapoda|Insecta|Pterygota|Hymenoptera|Apocrita|Aculeata|Scolioidea|Scoliidae|Scoliini|Austroscolia|Austroscolia soror,
BestMatch,9.41215,Exact,0,Averrhoa bilimbi,Averrhoa bilimbi L.,Averrhoa bilimbi,K326,Averrhoa bilimbi L.,false,1,Catalogue of Life,Eukaryota|Plantae|Pteridobiotina|Tracheophyta|Magnoliopsida|Oxalidales|Oxalidaceae|Averrhoideae|Averrhoa|Averrhoa bilimbi,
